"movie_id","movie_title","movie_score","movie_pubdate","movie_type","movie_actors","movie_director"
"30146756","风语咒","7","2018-08-03(中国大陆)","动画 奇幻","路知行 阎萌萌 褚珺 边江 山新 郭政建 张震 苗壮 王冠南 张博恒 惠龙 王凯 苏俣 白雪岑 赵述仁 刘梓乾 王思琦 刘美奂","刘阔"
"30154537","高潮 Climax","6","2018-05-13(戛纳电影节) 2018-09-19(法国)","剧情 惊悚 歌舞","索菲亚·波多拉 Romain Guillermic Souheila Yacoub Kiddy Smile Claude Gajan Maull Giselle Palmer Taylor Kastle Thea Carla Schott Sharleen Temple Lea Vlamos","加斯帕·诺"
"30156898","肆式青春 詩季織々","5","2018-08-04(日本/中国大陆)","动画","坂泰斗 寿美菜子 白石晴香 安元洋贵 大冢刚央 长谷川育美 白客 彭师欣 唐雅菁 陈颖晖 梁达伟 林美玉","李豪凌 易小星 竹内良贵"
"30158971","企鹅公路 ペンギン・ハイウェイ","8","2018-08-17(日本)","动画","北香那 苍井优 钉宫理惠 潘惠美 福井美树 能登麻美子 久野美咲 西岛秀俊 竹中直人","石田祐康"
"30162520","盛夏 Лето","8","2018-05-09(戛纳电影节) 2018-06-07(俄罗斯)","音乐 传记","刘太旿 伊琳娜·斯达申鲍姆 罗曼·比利克 菲利普·阿杰耶夫 亚历山大·戈尔奇林 尼基塔·叶甫列莫夫 尤利娅·奥格 叶莲娜·科连诺娃 莉亚·阿赫扎科娃 安东·阿达辛斯基","基里尔·谢列布连尼科夫"
"30163509","飞驰人生","7","2019-02-05(中国大陆)","喜剧","沈腾 黄景瑜 尹正 张本煜 尹昉 田雨 魏翔 赵文瑄 腾格尔 易小星 李庆誉 高华阳 刘帅良 李玲玉 何穗 潘晓婷 田沅 李春嫒 冯绍峰","韩寒"
"30164711","咖啡未冷前 コーヒーが冷めないうちに","7","2018-09-21(日本)","剧情 爱情 奇幻","有村架纯 伊藤健太郎 波瑠 林遣都 深水元基 松本若菜 药师丸博子 吉田羊 松重丰 石田百合子","冢原亚由子"
"30170448","何以为家 كفرناحوم","9","2019(中国大陆) 2018-05-17(戛纳电影节) 2018-09-20(黎巴嫩)","剧情","赞恩·阿尔·拉菲亚 约丹诺斯·希费罗 博鲁瓦蒂夫·特雷杰·班科尔 卡萨尔·艾尔·哈达德 法迪·尤瑟夫 海塔·塞德拉·伊扎姆 阿拉·乔什涅 娜丁·拉巴基 埃利亚斯·库利 努尔·艾尔·侯赛尼","娜丁·拉巴基"
"30176282","词典 말모이","8","2019-01-09(韩国)","剧情 历史","柳海真 尹启相 金弘波 禹贤 金太勋 艺秀晶","严宥娜"
"30181130","阿拉姜色","8","2018-10-26(中国大陆) 2018-06-23(上海电影节)","剧情 家庭","容中尔甲 尼玛颂宋 赛却加","松太加"
"30192401","气球 Ballon","8","2018-09-27(德国)","剧情 惊悚 历史","弗莱德里奇·穆克 卡罗利妮·舒赫 大卫·克劳斯 艾丽西娅·冯·里特贝格 托马斯·克莱舒曼 乔纳斯·霍登里德尔 蒂尔曼·多布勒 克里斯蒂安·纳斯 罗纳德·库克利斯 塞巴斯蒂安·胡克 乌尔里奇·布兰德霍夫 柏恩德·麦克·莱德 凯·伊沃·保利兹 贝恩德·斯特格曼 安婕·特拉乌","米夏埃尔·赫尔比希"
"30194752","边境 Gräns","7","2018-05-10(戛纳电影节) 2018-08-31(瑞典)","剧情 惊悚 奇幻","埃娃·梅兰德 埃罗·米洛诺夫 约根·托尔松 安·彼得伦 斯坦·伦格伦 马蒂·博斯泰特 维克托·奥克布卢姆-尼尔松 纳塔莉 明妮威克","阿里·阿巴西"
"30194769","女孩 Girl","8","2018-05-12(戛纳电影节) 2018-11-01(荷兰)","剧情 同性","维克托·波尔斯特 阿里耶·沃索尔特 奥利弗·博达特 蒂伊门·戈瓦尔茨 卡特简·达门 瓦伦提金·达恩斯 克里斯·泰斯 安吉洛·提森 艾莉西亚·德佩克","卢卡斯·德霍特"
"30201003","寄宿学校 Boarding School","7","2018-08-31(美国)","悬疑 恐怖","卢克·普拉尔 斯特林·杰里斯 威尔·帕顿 科比·乔治 卡丁·乔治 尼古拉斯·J·奥利韦里 萨曼莎·玛西丝 罗伯特·约翰·伯克 纳迪娅·亚历山大 露西·沃特斯 坦米·布兰查德 大卫·阿隆·贝克","鲍兹·亚金"
"30209818","忌日快乐2 Happy Death Day 2U","7","2019-02-13(美国)","悬疑 惊悚 恐怖","杰西卡·罗德 伊瑟尔·布罗萨德 露比·莫迪恩 苏拉·沙玛 史蒂夫·齐西斯 瑞秋·马休斯 查尔斯·艾特肯 莎拉·亚金 凯莱布·斯比尔亚兹 吉吉·埃内塔 劳拉·克利夫顿 温迪·米克洛维奇 凯勒布·拿奎恩 肯尼斯·以色列 泰内娅·因崔亚戈 布莱恩·克恩 川川 卡瑞尔拉·史密斯 罗布·梅洛 林赛·G·史密斯 飞·武 莎拉·贝纳尼 杰奎琳·哈里斯·马瑟恩 西尔维娅·格雷丝·克里姆 拉姆齐·安德森","克里斯托弗·兰登"
"30218116","哈纳莱伊湾 ハナレイ・ベイ","7","2018-10-19(日本)","剧情","吉田羊 佐野玲於 村上虹郎 佐藤魁 栗原类","松永大司"
"30223840","脱欧：无理之战 Brexit: The Uncivil War","8","2019-01-07(英国) 2019-01-19(美国)","剧情","本尼迪克特·康伯巴奇 李·博德曼 奥利弗·莫尔特曼 马尔科姆·弗里曼 莎拉·贝尔彻 露西·拉塞尔 奥利佛·伯奇 罗斯·哈特 利兹·怀特 西蒙·戴伊 约翰·赫夫南 保罗·莱恩 凯特·奥弗林 蒂姆·迈克穆兰 理查德·杜登 罗里·金奈尔 安贾纳·瓦桑 凯尔·索列尔 亚丁·吉勒特","托比·海恩斯"
"30242164","海吉拉","7","2018-06-10(台湾)","剧情 爱情","许光汉 姚爱宁 林意箴","蔡宓洁"
"30263995","一吻定情","5","2019-02-14(中国大陆)","喜剧 爱情","王大陆 林允 陈柏融 蔡思韵 邰智源 李铭顺 钟丽缇 郭书瑶","陈玉珊"
"30287729","正义联盟大战致命五人组 Justice League vs. The Fatal Five","6","2019-03-30(美国)","动画","凯文·康瑞 乔治·纽伯恩 苏珊·爱森伯格 丹妮拉·玻芭迪拉 素玛立·蒙塔诺 菲利普·安东尼-罗德里格斯 马修·杨·金 塔拉·斯特朗 黛安·格雷罗","刘山姆"
"30299345","康斯坦丁：恶魔之城 电影版 Constantine City of Demons: The Movie","7","2018-10-09(美国)","动画 恐怖 奇幻","马特·瑞安 达米恩·奥哈尔 劳拉·贝莉 艾米丽·奥布莱恩 罗宾·阿特金·唐斯 雷切尔·金西 吉姆·麦司奇门 凯文·迈克尔·理查德森","道格·墨菲"
"30300277","T-34坦克 T-34","8","2018-12-27(俄罗斯)","动作 历史 战争","亚历山大·佩特罗夫 文森兹·凯弗 维克多·多勃朗拉沃夫 伊琳娜·斯达申鲍姆 谢苗·特列斯库诺夫 尤利斯·鲍里索夫 阿尔焦姆·贝斯特罗夫 约书亚·格罗斯 伊格·克里普诺夫 彼得·斯科沃尔佐夫","阿列克赛·西多洛夫"
"30306764","证人 증인","8","2019-02-13(韩国)","剧情 惊悚","郑雨盛 金香起 李圭亨 廉惠兰 张荣男 郑元中 金正洙 金学善","李翰"
"30317630","坏种 The Bad Seed","7","2018-09-09(美国)","剧情 悬疑 恐怖","麦肯娜·格瑞丝 卡拉·布欧诺 罗伯·劳 帕蒂·麦克马科 莎拉·杜格代尔 凯特·艾萨克 肖娜·约翰尼森 卢克·勒斯勒尔 约翰·埃梅特·特雷西 艾玛·梅里纳 玛茜·T·豪斯 洛恩·卡迪纳尔","罗伯·劳"
"30327897","漫长的告别 長いお別れ","8","2019-03-26(香港电影节) 2019-05(日本)","剧情 家庭","苍井优 竹内结子 松原智惠子 山崎努 蒲田优惟人 中村伦也 北村有起哉 杉田雷麟 清水久留巳 仓野章子 不破万作 冈山一 池谷伸枝 藤原季节 小市慢太郎","中野量太"
"30331149","白蛇：缘起","8","2019-01-11(中国大陆)","爱情 动画 奇幻","张喆 杨天翔 唐小喜 刘薇 张遥函 郑小璞 张博恒 张赫 马程 程寅 陈霖生 惠龙 林强 章斌 ","黄家康 赵霁"
"30334122","芳龄十六 Level 16","6","2019-03-01(加拿大)","科幻","凯蒂·道格拉斯 塞莉纳·马丁 莎拉·坎宁 阿玛莉亚·威廉姆森 凯特·维克里","丹尼什卡·埃斯特哈奇"
"30334399","三夫","6","2018-10-26(东京电影节)","剧情","曾美慧孜 陈湛文 陈万雷 麦强 邓月平","陈果"
"30335059","熊出没·原始时代","7","2019-02-05(中国大陆)","喜剧 动画 冒险","张伟 张秉君 谭笑 宋祖儿 刘思奇 万丹青 刘沛 孟雨田","丁亮 林汇达"
"30349667","指挥家 De dirigent","7","2018-10-25(荷兰)","传记","克里斯蒂亚娜 ‧德‧布奥恩 本杰明·温赖特 斯科特·特纳·菲尔德 塞马斯·F·萨金特 安妮特·马尔赫毕 雷蒙德·提哈瑞 吉斯·舒尔腾·范·艾查特 理查德·塞梅尔 西恩·托马斯 蒂姆·埃亨 安娜·安顿诺威兹 席琳·珀赛尔 奇普·布雷 玛丽-克莱尔·维特洛克斯 杰里迈亚·弗莱明 詹姆斯·卡罗尔·乔丹","玛利亚·彼特斯"
"30377703","来电狂响","6","2018-12-28(中国大陆)","剧情 喜剧","佟大为 马丽 霍思燕 乔杉 田雨 代乐乐 奚梦瑶 艾伦 张晨光 杨玏 李成敏 许娣 李萍 张帆 徐冬冬 何泓姗 姜来 刘奇 杜江 钟鹿纯 丁龙儿 丁歌 韩昕妤 耿杨 李柄熹 刘润男 贝镜水 李伟 赵宇涵 马嘉璐 津玮 Aleksandr 毕大勋 刘剑 常诚 Natalya 李恬洁 贝乐乐","于淼"
"30412189","罗布奥特曼剧场版：决定了！羁绊的水晶 劇場版 ウルトラマンR/B セレクト！絆のクリスタル","6","2019-03-08(日本)","喜剧 动作 科幻 儿童","平田雄也 小池亮介 其原有沙 真锅薰 山崎银之丞 西井幸人 木下彩音 原日出子 滨田龙臣 内田雄马 汤浅枫 潘惠美","武居正能"
"30414462","黑镜：潘达斯奈基 Black Mirror: Bandersnatch","7","2018-12-28(美国)","剧情 科幻 悬疑 惊悚","菲恩·怀特海德 克雷格·帕金森 爱丽丝·洛维 阿西姆·乔杜里 威尔·保尔特 塔露拉·哈登 卡特里奥·诺克斯 保罗·布拉德利 乔纳森·阿里斯 A·J·霍顿 弗勒尔·基思 劳拉·埃弗兰 阿伦·阿萨德 苏珊妮·伯登 杰夫·明特 乔恩-乔·英克彭 汤姆·麦卡尔 埃利·皮尔西 斯蒂芬·拉什布鲁克 罗森达·桑德尔 桑德拉·特蕾丝","大卫·斯雷德"
